author,date,text
mfmqazi,2020-02-29 05:10:21,"b'RT @babubasu: Ridiculous. Gross misuse of a sedition law to squash a rising voice, while lynching, arson, killings, &amp; open incitements to v\xe2\x80\xa6'"
Mahadev45635447,2020-02-29 05:10:21,b'RT @MaheshFanTrends: #SarileruNeekevvaru &amp; #50DaysOfBBSLN Are Now Trending In India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x91\x8d\xf0\x9f\x94\xa5 https://t.co/U1NvOLHuBD'
Xxarrior,2020-02-29 05:10:21,"b'RT @nilanjanaroy: ""Modi is yet to visit the families of those who bore the brunt of his political animus and shall continue to live in fear\xe2\x80\xa6'"
SciResMatters,2020-02-29 05:10:22,"b'#ICYMI, Read- https://t.co/eXi3ShCHrn,  about nurturing a #supportsystem for #India\xe2\x80\x99s #women #scientists!\n#scicomm\xe2\x80\xa6 https://t.co/faqYd2rWS6'"
himanshu20rocky,2020-02-29 05:10:22,b'@HMOIndia @maharashtra @PIB_India @MumbaiPolice @PunePolice4U @OfficeofUT @PMOIndia this is unacceptable. This is a\xe2\x80\xa6 https://t.co/NbQH2XEYDl'
ambitiousmayank,2020-02-29 05:10:22,"b'RT @saket71: Why such protests aren\xe2\x80\x99t happening in other Hindu countries? Oh, wait. There aren\xe2\x80\x99t any Hindu countries. So if you lose INDIA,\xe2\x80\xa6'"
BHARATNARAYAN7,2020-02-29 05:10:23,"b'RT @amitmalviya: Anatomy of Delhi riots..\n\nIt started with supremacist Islamist, anti-India slogans in the garb of \xe2\x80\x98protest against CAA\xe2\x80\x99 an\xe2\x80\xa6'"
PrakashChakra,2020-02-29 05:10:23,"b'1. #Cricket : #RishabhPant is playing in a #TestMatch, 2. #Bollywood - #AnanyaPandey is winning #Filmfare for best\xe2\x80\xa6 https://t.co/uyD466Qbm6'"
FarooqBaba,2020-02-29 05:10:23,b'RT @SamKhan999: Not really. Modi follows a psychopathic cult called RSS. A secret society of misogynistic bachelors that have grown hating\xe2\x80\xa6'
ibyusoff,2020-02-29 05:10:23,b'RT @mishap_bella: And the audacity they have to call muslims terrorists.'
jburkespraker,2020-02-29 05:10:23,b'RT @krmeera1: Wonderful to see this as the first thing this morning.'
moushhmii,2020-02-29 05:10:23,"b""@rkadelhi @kazhugan @rcallimachi He didn't delete, twitter deleted as it was violating Twitter rules\xf0\x9f\x98\x85 @TwitterIndia\xe2\x80\xa6 https://t.co/PI0d8cd3fh"""
AmyAyers16,2020-02-29 05:10:23,b'RT @MarkHertling: There was a aenior commander in a unit I was a part of during Desert Storm who also didn\xe2\x80\x99t sleep. Called folks in the mid\xe2\x80\xa6'
mazherr,2020-02-29 05:10:23,b'RT @Whats_appp_uni: New International Image of India..\n\xf0\x9f\x92\x94\n#DelhiViolance https://t.co/P4o1vvRPVP'
seokzwrld,2020-02-29 05:10:24,"b""RT @Tinyhoseokk: I'm sorry to bring this on Stan twt. But thr is this whole pogrom/ethnic cleansing going on in India right now..Mosques ar\xe2\x80\xa6"""
Qwrklicios,2020-02-29 05:10:24,b'RT @AmyMek: Trump refuses to condemn India\xe2\x80\x99s law (CAA) that fast tracks citizenship to victims of Muslim persecution in three Islamic Natio\xe2\x80\xa6'
Soma70317358,2020-02-29 05:10:24,"b'RT @ndtv: ""Do not drag judges into controversy"": Justice Arun Mishra. https://t.co/6zLlF1ByAK https://t.co/uFkjMhuu7q'"
alxhsa45,2020-02-29 05:10:24,"b'RT @Imamofpeace: Probably as a result of jealousy over Trump\xe2\x80\x99s visit to India, we have witnessed a vicious global attack on India, Hinduism\xe2\x80\xa6'"
Prince06268383,2020-02-29 05:10:24,"b'RT @BTSprojectINDIA: Spotify India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 Top 200 on 02/27/2020 \n\n\xf0\x9f\x94\xbb#24 ON (70,823) -6\n\xf0\x9f\x94\xbb#51 ON ft. Sia (43,807) -9\n\xf0\x9f\x94\xbb#52 Filter (43,229) -12\n\xf0\x9f\x94\xbb#81\xe2\x80\xa6'"
Shail67330119,2020-02-29 05:10:25,b'RT @TahirGora: Turkey has blocked Internet and social media access after a deadly attack on Turkish soldiers. Would Turkey now understand I\xe2\x80\xa6'
Ipshita_sen98,2020-02-29 05:10:25,"b'RT @DellTechIndia: Data is not new but we are suddenly more capable of dealing with data, because of the latest technology innovations.\n@ri\xe2\x80\xa6'"
Parshur07525741,2020-02-29 05:10:25,"b'RT @Sanjay_Dixit: This is deep perfidy on part of the \xe2\x80\x98King of Anarchy\xe2\x80\x99, Sad ji. Has he got scared of @KapilMishra_IND'"
ZubairKhanPK,2020-02-29 05:10:25,b'RT @trtworld: Turkish President Recep Tayyip Erdogan denounces \xe2\x80\x9cmassacres\xe2\x80\x9d of Muslims in India after communal riots in New Delhi leave at l\xe2\x80\xa6'
Manjarihooda,2020-02-29 05:10:25,"b""RT @rupasubramanya: @WSJ From blaming Hindu mobs earlier while speaking to @WSJ  Ankit Sharma's brother now blaming Muslim mobs.I know thes\xe2\x80\xa6"""
SumitSa49362148,2020-02-29 05:10:25,b'RT @dpradhanbjp: Had  a productive engagement with energy players from the US and India to advance our goals of energy security with the ob\xe2\x80\xa6'
murfiqahhhh,2020-02-29 05:10:25,b'RT @TheMcBang: A modern day Holocaust is occurring in India and the world could care less'
JeewanShah6,2020-02-29 05:10:25,b'RT @ZaidZamanHamid: Warning: Graphic violence by RSS Hindu lynch mobs against Muslims of Delhi....\nIt is happening all over India under dir\xe2\x80\xa6'
anurag2098,2020-02-29 05:10:25,b'RT @TarekFatah: You lie \xe2\x81\xa6@PriyamvadaGopal\xe2\x81\xa9 when you deliberately avoid mentioning the calls by Islamist leaders for the extermination of al\xe2\x80\xa6'
giacomofaustini,2020-02-29 05:10:26,b'RT @RT_com: Western media: New laws in #India are divisive\n\n@SagarneelSinha explains how flawed &amp; ignorant this narrative is\n\nhttps://t.co/\xe2\x80\xa6'
KaranJa08428610,2020-02-29 05:10:26,"b'RT @lohewaliladki: National Emblem of India has Three Lions,\nIn actual they are four,\n\n1st Lion is @narendramodi\n\n2nd Lion is @AmitShah\n\n3r\xe2\x80\xa6'"
labelliwhale,2020-02-29 05:10:26,b'RT @gotthesin: and Muslims still the terrorists they said'
KayyAchh,2020-02-29 05:10:26,"b""RT @TimesNow: 'If Rajiv Gandhi was alive, he would have been hanged', @BJP4India's @TajinderBagga on 1984 riots.\n\nhttps://t.co/JzbBVAX6go"""
maria82598353,2020-02-29 05:10:27,"b'RT @AshaRangappa_: Is this supposed to be a positive? Lack of sleep contributes to poor brain functioning, lower immunity, and overall poor\xe2\x80\xa6'"
Srsseth,2020-02-29 05:10:27,b'RT @SalmanSoz: ~\xe2\x81\xa6@RanaAyyub\xe2\x81\xa9: Narendra Modi Sanctions Bloodshed in Delhi and India Suffers | Time\n\nDo read about the time of Bombay riots w\xe2\x80\xa6'
ajitbhinder,2020-02-29 05:10:27,"b'RT @majorgauravarya: The killings in Delhi are heartbreaking. But in a bid to be seen as strongman of the Islamic world, Erdogan talks only\xe2\x80\xa6'"
parryravi,2020-02-29 05:10:27,"b""RT @nowme_datta: https://t.co/0RU6GzMhgx . I am constantly snooping into people's phones for er research purposes. So I noticed all the del\xe2\x80\xa6"""
rajpersonal2002,2020-02-29 05:10:27,"b'RT @ashoswai: In New India, a Muslim must surrender himself to die when a Hindutva mob comes attacking. If he resists and tries to survive,\xe2\x80\xa6'"
TheTravelure,2020-02-29 05:10:27,"b'My Year-long Series - \xf0\x9d\x97\xa7\xf0\x9d\x97\xbf\xf0\x9d\x97\xae\xf0\x9d\x98\x83\xf0\x9d\x97\xb2\xf0\x9d\x97\xb9 \xf0\x9d\x97\x98\xf0\x9d\x98\x85\xf0\x9d\x97\xbd\xf0\x9d\x97\xbf\xf0\x9d\x97\xb2\xf0\x9d\x98\x80\xf0\x9d\x98\x80\xf0\x9d\x97\xb6\xf0\x9d\x97\xbc\xf0\x9d\x97\xbb\xf0\x9d\x98\x80 (41/\xf0\x9d\x9f\xa5\xf0\x9d\x9f\xa8\xf0\x9d\x9f\xaa) - #travel #travelure \xe2\x81\xa3\n.\xe2\x81\xa3\nYummy milk cream dessert, anyone? Varan\xe2\x80\xa6 https://t.co/ZUZiXF58OS'"
hari_ell,2020-02-29 05:10:27,b'RT @doamuslims: Parveen Mallik lost everything in #DelhiViolence. \n\nHindutva extremist mob have burned down her house. She has lot everythi\xe2\x80\xa6'
SumitSa49362148,2020-02-29 05:10:27,"b'RT @dpradhanbjp: Co-chaired with US Energy Secretary Dan Brouillette @SecBrouillette, the U.S-India Energy Cooperation Roundtable attended\xe2\x80\xa6'"
Jatthegrt,2020-02-29 05:10:27,b'RT @anita_chauhan80: 1st Image: \xf0\x9d\x97\xa0\xf0\x9d\x97\xbf\xf0\x9d\x98\x80 \xf0\x9d\x97\x9e\xf0\x9d\x97\xae\xf0\x9d\x97\xbb\xf0\x9d\x97\xb6\xf0\x9d\x97\xb8\xf0\x9d\x97\xae \xf0\x9d\x97\xa5\xf0\x9d\x97\xae\xf0\x9d\x97\xbb\xf0\x9d\x97\xb2 receiving Sena Medal on behalf of her husband Major Kaustubh Rane in 2019.\n\n2nd Image: \xf0\x9d\x97\x9f\xf0\x9d\x97\xae\xf0\x9d\x97\xb1\xf0\x9d\x98\x86\xe2\x80\xa6'
hrishigaanje007,2020-02-29 05:10:28,"b""RT @AbediAA: It's been incredibly distressing to see what's been happening in India this week...so writing a song about Trump trip there ha\xe2\x80\xa6"""
1Asi786,2020-02-29 05:10:28,b'Assalamualaikum have reactivating my Facebook using the platform addressing concerns in problematic India\xe2\x80\xa6 https://t.co/1uruOrMqzt'
wiz_rhyno,2020-02-29 05:10:28,b'RT @gotthesin: and Muslims still the terrorists they said'
PriyaVrisha,2020-02-29 05:10:28,"b""RT @AndColorPockeT: He is from Pune, requesting Pune folks to send the notice, don't let them go free."""
_sufigaur,2020-02-29 05:10:29,b'RT @Miss_Saba110: @RTErdogan  msg for @narendramodi \xf0\x9f\xa5\xb4\nThanks @trtworld for posting this video \xf0\x9f\x99\x8f\n\n#DelhiRiot2020 \n#ModiMadeDisaster'
SumitSa49362148,2020-02-29 05:10:29,"b""RT @dpradhanbjp: India's march towards energy security and energy abundance has received a major boost with the introduction of persistent\xe2\x80\xa6"""
facts47021638,2020-02-29 05:10:29,b'RT @ttindia: A CPM leader from north Karnataka has accused police of not following up on his complaint against a Hindutva leader who had of\xe2\x80\xa6'
k277ramwarke,2020-02-29 05:10:29,b'RT @DVATW: Should India now move to ban the pernicious anti Hindu and anti Modi #BBChindi? RT if you agree.'
bhavimeenainc,2020-02-29 05:10:29,b'RT @ashokgehlot51: Pradhan Mantri Ujjwala Yojana (PMUY) is an example of how NDA schemes are half baked and failing in purpose. There is pr\xe2\x80\xa6'
RisingS08790350,2020-02-29 05:10:29,b'@bb62398721 @Stomatologist15 @RoflGandhi_ Are mere bhai CAA se kiska citizenship jaa raha except bangladeshi muslim\xe2\x80\xa6 https://t.co/AzQbbLItUg'
subhomoyb,2020-02-29 05:10:29,"b""RT @dineshcsharma: Some lessons in #history at India's top technology college, Hijli prison which is now @iitkharagpur https://t.co/XhzDFjL\xe2\x80\xa6"""
imPnahar99,2020-02-29 05:10:29,b'RT @EdwardGLuce: \xe2\x80\x9cIndia is being led by a man whose political career is marked by the blood of innocents\xe2\x80\x9d. The fearless @RanaAyyub on the s\xe2\x80\xa6'
sumanebot,2020-02-29 05:10:29,"b""RT @Amaliniii: Sri Lankans posting/saying things like 'oh no I hope this never happens here' need to remember that - just as in India - it\xe2\x80\xa6"""
RahimaWaseem,2020-02-29 05:10:29,"b'RT @arjunsethi81: If you haven\xe2\x80\x99t been following the latest out of India, this video tells you everything you need to know. \n\nA pogrom again\xe2\x80\xa6'"
iArmyyyyy,2020-02-29 05:10:29,b'RT @jinnieslamp: [#JinTrend] 200229 The hashtag #WorldwideMoon is trending at No. 30 Worldwide \xf0\x9f\x8c\x8f and in the following countries: \n\n#4 Malay\xe2\x80\xa6'
hera9228,2020-02-29 05:10:30,"b'RT @ashoswai: In New India, a Muslim must surrender himself to die when a Hindutva mob comes attacking. If he resists and tries to survive,\xe2\x80\xa6'"
sumanebot,2020-02-29 05:10:30,b'RT @NalimR: \xf0\x9f\x91\xbd\xf0\x9f\xa7\xa1s 2Forecast #Cricket\xf0\x9f\x8f\x8fT-2/2 #NZvsIND #datatalk #AI #ML #BigData #DataViz #VR  #rstats #BI #CeylonTea\xe2\x98\x95#lka #IoT #fintech #Code\xe2\x80\xa6'
Rahulsrinivas6,2020-02-29 05:10:30,b'RT @MaheshFanTrends: #SarileruNeekevvaru &amp; #50DaysOfBBSLN Are Now Trending In India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x91\x8d\xf0\x9f\x94\xa5 https://t.co/U1NvOLHuBD'
Unknown29824394,2020-02-29 05:10:30,"b'RT @ashoswai: In New India, a Muslim must surrender himself to die when a Hindutva mob comes attacking. If he resists and tries to survive,\xe2\x80\xa6'"
tadipaar_iiitr,2020-02-29 05:10:30,"b'RT @VishalDadlani: #AAP started out as people criticising a government that was wrong.\n\nMost #AAP supporters are still those people, &amp; stil\xe2\x80\xa6'"
SMSsupply,2020-02-29 05:10:30,"b'RT @Nextgeninfratel: Nextgen is a leading enterprise Bulk SMS services provider Company in Noida. We offer Promotional SMS, Transactional S\xe2\x80\xa6'"
rishab_mehta,2020-02-29 05:10:31,b'RT @vivekagnihotri: Who is dividing my India? \n\nBrilliant meme by a well wisher. https://t.co/jB5KnueNCp'
im_mohdnizam,2020-02-29 05:10:31,"b'RT @KhaledBeydoun: Islamophobia is a \xf0\x9f\x8c\x8d global phenomenon: \n\n\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 India - #Delhi riots leave 40 dead, 4 mosques destroyed\n\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Germany - anti-M\xe2\x80\xa6'"
DeshmukhAdity10,2020-02-29 05:10:31,"b'RT @advmonikaarora: Congrats! Delhi high court takes notice of hate speeches of Sonia Gandhi, Rahul Gandhi, Priyanka Gandhi, Waris Pathan a\xe2\x80\xa6'"
savaliya_rinkal,2020-02-29 05:10:31,b'RT @ZeeNews: #GoogleDoodle celebrates Leap Day 2020 with jumping logo\nhttps://t.co/cSANlz1Cz2'
MaazSid16028355,2020-02-29 05:10:31,"b'RT @OpusOfAli: If Hindus are able to exterminate/expel Muslims from India, they will have one more festival like Diwali. When they can cele\xe2\x80\xa6'"
IMRANSHEIKH05,2020-02-29 05:10:31,b'RT @nsuiShahidsheik: In BJP Government everything related to economy is all time low and everything related to riots and hatred is all time\xe2\x80\xa6'
PSchwiter,2020-02-29 05:10:31,b'RT @AnuragAtul: A very serious and Good Article https://t.co/B7DESsXTcU'
Chika72350331,2020-02-29 05:10:31,b'RT @FLOTUS: Thank you @narendramodi for welcoming me and @POTUS to your beautiful country. We were delighted to receive such a warm welcome\xe2\x80\xa6'
Imtiyaz72150686,2020-02-29 05:10:32,"b'RT @UNGeneva: ""In #India, the Citizenship Amendment Act adopted last December is of great concern. Indians in huge numbers, and from all co\xe2\x80\xa6'"
Premlat47696223,2020-02-29 05:10:32,"b'RT @GituSharma16: #GodMorningTuesday\n\nEvery year, many women lose their lives only because of Dowry, but it will not happen more.\nPlease Wa\xe2\x80\xa6'"
JahandadKT,2020-02-29 05:10:32,b'RT @BernieSanders: Over 200 million Muslims call India home. Widespread anti-Muslim mob violence has killed at least 27 and injured many mo\xe2\x80\xa6'
JoshiUpes,2020-02-29 05:10:32,b'RT @TrulyMonica: Hardcore Leftist politics has no future in India and Arvind Kejriwal has understood it very clearly. First he unfollowed a\xe2\x80\xa6'
hari_ell,2020-02-29 05:10:32,"b'RT @AJEnglish: Muslims have been demonised in India. Now we are witnessing the violence that demonisation encourages. \xe2\x80\x94 writes @manasharya,\xe2\x80\xa6'"
Harshit_raj3,2020-02-29 05:10:32,b'@Ferg I am a regular free player of cod mobile since it is launched. I dont have money to upgrade to pass. i just n\xe2\x80\xa6 https://t.co/D2c1HF2MzA'
JrPauIy,2020-02-29 05:10:32,b'RT @kanwar17: 1984: My nana had to remove his pagh while traveling on a bus in India so the mobs outside wouldn\xe2\x80\x99t kill him for being Sikh\xe2\x80\xa6'
AVINASH49465394,2020-02-29 05:10:32,b'RT @Cricketracker: Another batting collapse for India. #NZvIND https://t.co/wBrX5DSgO4'
Ilovemy16450332,2020-02-29 05:10:32,b'RT @EdwardGLuce: \xe2\x80\x9cIndia is being led by a man whose political career is marked by the blood of innocents\xe2\x80\x9d. The fearless @RanaAyyub on the s\xe2\x80\xa6'
Bane_DNR,2020-02-29 05:10:32,"b'RT @janmajit07: Imp. #Thread - 1/6\n\nChronology of Events to Defame India Internationally:\n\n1. In 2000, during the visit of US President Bil\xe2\x80\xa6'"
Advaidism,2020-02-29 05:10:33,b'RT @Suvarna_haridas: Population of India :1.35 billion \nGDP of India : $2.59 Trillion\n\xe2\x80\x94\xe2\x80\x94\n\nPopulation of Africa  :1.22 billion \nGDP aggregat\xe2\x80\xa6'
_D_A_R_S_H_,2020-02-29 05:10:33,b'RT @ZeeNews: Photo Gallery: #HinaKhan shines brighter than the Goa sun\nhttps://t.co/8fEUEVMhQp'
ranjit0852,2020-02-29 05:10:33,"b'RT @davidfrawleyved: The kind of torture and mutilation that Hindu victims of Delhi riots show suggests the influence of ISIS, which is now\xe2\x80\xa6'"
annihilator2013,2020-02-29 05:10:33,"b'@hvgoenka In that sense, during the #MeToo campaign, most of the men whose names were called out were also serving\xe2\x80\xa6 https://t.co/hoa2Ko203J'"
SUPRATI04307124,2020-02-29 05:10:33,b'Why India require JUDICIAL SYSTEM in India to waste money &amp; to damage human right?\n1.The felony convicts were relea\xe2\x80\xa6 https://t.co/DgZGAOxusb'
itisrrv,2020-02-29 05:10:33,"b'RT @ashoswai: In New India, a Muslim must surrender himself to die when a Hindutva mob comes attacking. If he resists and tries to survive,\xe2\x80\xa6'"
WZamier,2020-02-29 05:10:33,b'RT @gotthesin: and Muslims still the terrorists they said'
BhumikaShah7,2020-02-29 05:10:34,b'Delhi is Dil of India. \nWho planned to burn it for political gain?\n@ArvindKejriwal must be happy now!\nAll he wanted\xe2\x80\xa6 https://t.co/21aWAaegKR'
ta4OGwMFnRdWXBk,2020-02-29 05:10:34,"b'RT @dpradhanbjp: Along with colleagues from @BJP4Odisha accompanied Hon. Home Minister Shri @AmitShah to Jagannath Temple, Puri and sought\xe2\x80\xa6'"
parekh_time,2020-02-29 05:10:34,b'RT @imMAK02: A mosque was attacked in Dwarka on Friday early Morning.\n\nAccording to residents attackers pelted stones and shouted Jai Sri R\xe2\x80\xa6'
goblintruthnow,2020-02-29 05:10:34,b'RT @sopranoxs: What Happened in Delhi Was a Pogrom:  India\xe2\x80\x99s ruling party will allow nothing to stand in the way of its Hindu-nationalist a\xe2\x80\xa6'
IMRANSHEIKH05,2020-02-29 05:10:34,b'RT @nsuiShahidsheik: Why is NHRC silent on #DelhiViolence\n\nBy the statutory mandate National Human Rights Commission NHRC is empowered to t\xe2\x80\xa6'
republic,2020-02-29 05:10:35,b'Delhi govt no less ill-informed than Centre in understanding sedition law: Chidambaram https://t.co/nOCKJzhjCm'
mssankofa,2020-02-29 05:10:35,"b""RT @TomJChicago: Mulvaney, a Trump enabler, is making excuses for what is actually Trump's dementia ravaged condition. If he went 48 hours\xe2\x80\xa6"""
CWG_2G_CoalGate,2020-02-29 05:10:35,"b""#voteoutincompetence\nISN'T IT RIGHT TIME TO VOTE OUT ALL THOSE POLITICAL OUTFITS WHO DONT SUPPORT ONE INDIA AND KEE\xe2\x80\xa6 https://t.co/KlKDs0VUXa"""
untvin,2020-02-29 05:10:35,"b'RT @shubh_ind: Make the most of this and report every hate monger out there, even if he/she is your family member.\n\nYou can atleast do this\xe2\x80\xa6'"
Ravinder536R,2020-02-29 05:10:35,b'RT @DDNewslive: Who is answerable for  #kashmiripandits forced mass exdous? Has there been a closure for #kashmiripandits forced genocide ?\xe2\x80\xa6'
SumitSa49362148,2020-02-29 05:10:35,"b'RT @narendramodi: Here is how @POTUS was welcomed in Ahmedabad. \n\nDuring our first meeting at the White House, @realDonaldTrump told me tha\xe2\x80\xa6'"
_khajandar,2020-02-29 05:10:35,"b'RT @drshamamohd: India\xe2\x80\x99s GDP growth slips to 4.7% in December quarter \n\nAll the hate speeches, provocations to violence &amp; shrill polarisati\xe2\x80\xa6'"
babypingkates,2020-02-29 05:10:35,b'RT @AmyMek: Trump refuses to condemn India\xe2\x80\x99s law (CAA) that fast tracks citizenship to victims of Muslim persecution in three Islamic Natio\xe2\x80\xa6'
AVINASH49465394,2020-02-29 05:10:35,b'RT @mipaltan: India have gone from 194/4 to 242 all out at Christchurch! \n\n#OneFamily #CricketMeriJaan #NZvIND'
HirenMParekh,2020-02-29 05:10:36,b'RT @republic: Telangana ministers eat chicken on stage for coronavirus awareness campaign https://t.co/6CuGZ2IUtz'
Apiz0000,2020-02-29 05:10:36,b'RT @gotthesin: and Muslims still the terrorists they said'
MdRaqueeb17,2020-02-29 05:10:36,"b'RT @YasirPost: While Muslims are being murdered in India, the rest of the world is too slow to condemn\nhttps://t.co/gYvQXUZbtY'"
umar_engr,2020-02-29 05:10:36,"b'After going through Indian social media post #DelhiRiot2020 , I realized #India is perhaps the most inhuman and dep\xe2\x80\xa6 https://t.co/3OkKlP0twX'"
sathya_ayhtas,2020-02-29 05:10:36,b'RT @fwildecricket: This is one of my favourite innings of all time &amp; a knock that inspired me to work in cricket. India had to chase 321 in\xe2\x80\xa6'
Pardeep48487287,2020-02-29 05:10:36,"b'RT @Khora777MSG: #CelebrationsWithWelfare\nToday on the pious occasion of Maha Rehmokaram Day, thousands of followers from various states of\xe2\x80\xa6'"
Manjarihooda,2020-02-29 05:10:37,"b'RT @rupasubramanya: @WSJ ""On Thur,Mr.Sharma\xe2\x80\x99s brother repeated the story but said he and his family believed he was killed by supporters of\xe2\x80\xa6'"
Krishnara,2020-02-29 05:10:37,b'RT @dharmadispatch: For those who care: do invest at least 1 hour each day to study the history of communism in India. Using their own docu\xe2\x80\xa6'
facts47021638,2020-02-29 05:10:37,b'RT @ttindia: #TelegraphFrontPage Chilling coincidence: Two callers \xe2\x80\x94 MP now and ex-MP then. Both times calls to cops for help go unheeded.\xe2\x80\xa6'
SumitSa49362148,2020-02-29 05:10:37,"b'RT @narendramodi: During his speech at the #NamasteTrump programme, @POTUS @realDonaldTrump highlighted aspects of his vision for USA. He a\xe2\x80\xa6'"
NamanPandey_,2020-02-29 05:10:37,"b""@ANI Indian team got no chill. Let's play early and finish off to reach India asap"""
rashidTKH,2020-02-29 05:10:37,b'RT @Sakshi_Jaipur: Please take some action @UN \xf0\x9f\x99\x8f our paid media ruined our culture sovernity fraternity. Please save minority in India Save\xe2\x80\xa6'
Jatthegrt,2020-02-29 05:10:37,"b'Look at the change in posture, aura and personality between both the pics.'"
atxiddiqui,2020-02-29 05:10:37,b'RT @_imAbdul: NYC came out condemning the Fascist state of India!! \n\nShame on the Indian government for failing in their duty of serving n\xe2\x80\xa6'
vinod29418739,2020-02-29 05:10:37,"b'RT @amitmalviya: In April 2019, an ISIS suspect identified as Mohd Faiz, was arrested from Jafrabad in Delhi. Again in Jan 2020, the Specia\xe2\x80\xa6'"
ultimateniks,2020-02-29 05:10:38,"b""RT @Kush1910: Lesson for Hindus from These\nriots that We're under threat. the language of jihad against Hindua and breaking India and it\nne\xe2\x80\xa6"""
twiggyoh,2020-02-29 05:10:38,"b'RT @Imamofpeace: Probably as a result of jealousy over Trump\xe2\x80\x99s visit to India, we have witnessed a vicious global attack on India, Hinduism\xe2\x80\xa6'"
arundeshwal17,2020-02-29 05:10:38,b'RT @AmyMek: Trump refuses to condemn India\xe2\x80\x99s law (CAA) that fast tracks citizenship to victims of Muslim persecution in three Islamic Natio\xe2\x80\xa6'
19_sardar,2020-02-29 05:10:38,b'RT @Raghuna60111601: It may not have made it to the 7 wonders of the world. But it has the extraordinary craftsmanship clubbed with precisi\xe2\x80\xa6'
RahulBh37100165,2020-02-29 05:10:38,b'RT @ITGDsports: #INDvNZ #NZvIND | SIX! Back-to-back sixes for Mohammed Shami\n\n26 runs have been added for the 10th wicket\n\nIND (242 for 9)\xe2\x80\xa6'
rangstore,2020-02-29 05:10:38,"b'RT @with_reach: India is the leader in mobile commerce usage, with 70% of Indian consumers preferring it for shopping. Is your site optimiz\xe2\x80\xa6'"
kquinn02,2020-02-29 05:10:38,"b'RT @seanchucalgary: Lots people asked me if I\xe2\x80\x99m also going. No, I\xe2\x80\x99m not! I\xe2\x80\x99ll not go even if I was invited. As the Deputy Mayor for Feb, I\xe2\x80\xa6'"
jaitanakaa,2020-02-29 05:10:38,b'RT @rezaaslan: CJ has it right. It\xe2\x80\x99s time to stop calling Modi\xe2\x80\x99s RSS \xe2\x80\x9cHindu Nationalism\xe2\x80\x9d and start calling it what it is: Hindu Nazism.'
SafyHugs1,2020-02-29 05:10:38,b'RT @doamuslims: Parveen Mallik lost everything in #DelhiViolence. \n\nHindutva extremist mob have burned down her house. She has lot everythi\xe2\x80\xa6'
2611attack_,2020-02-29 05:10:38,"b""RT @PoisonOfChoice: Bigot AND racist. Naiiice! \xf0\x9f\x98\x82\n\nNot the first time she has disparaged India and it's culture either. Classic case of when\xe2\x80\xa6"""
Jabaar10,2020-02-29 05:10:38,"b'RT @Zebaism: Here\xe2\x80\x99s the full report: \n\nI met a BSF Jawan\xe2\x80\x99s family, who were attacked in #DelhiRiots \nEven a soldier\xe2\x80\x99s family was called a \xe2\x80\x98\xe2\x80\xa6'"
ZeenatRahmani,2020-02-29 05:10:38,"b""RT @AbdulHamidAhmad: Mob attack on Muslim man in India's capital captured in dramatic photograph https://t.co/TqiC8usy28"""
RajputNikhil019,2020-02-29 05:10:38,"b'In recent decades, the idea of India is under threat. The democratic values and principles of inclusiveness and div\xe2\x80\xa6 https://t.co/DvmZoloImu'"
gurleenxkaur,2020-02-29 05:10:39,b'RT @jaskarnsingh87: I\xe2\x80\x99m convinced that india has about every singer duplicate https://t.co/URmEvY3NWn'
OldandN,2020-02-29 05:10:39,"b'See the audacity of these guys, if it is their case, wanted a speedy trail. Never raised anything about the delay i\xe2\x80\xa6 https://t.co/A07au4hH0u'"
CountryHai,2020-02-29 05:10:39,b'RT @TarekFatah: You lie \xe2\x81\xa6@PriyamvadaGopal\xe2\x81\xa9 when you deliberately avoid mentioning the calls by Islamist leaders for the extermination of al\xe2\x80\xa6'
mehulbadshah,2020-02-29 05:10:39,"b'RT @VPSecretariat: The Vice President of India Shri M Venkaiah Naidu with the Chairmen of various Port Trusts in Mamallapuram, Tamil Nadu t\xe2\x80\xa6'"
shaynealone,2020-02-29 05:10:40,b'RT @95aliahmadi: This you see is in India and the people fighting are Hindus and the person lying on the ground is a Muslim.  Hindu people\xe2\x80\xa6'
Ansari_Tanveer1,2020-02-29 05:10:40,"b'RT @genesiaalves: \xe2\x80\x9cThere is no flag large enough to cover the shame of the killing of innocents.\xe2\x80\x9d\nI am so sorry, India. https://t.co/HAVW01\xe2\x80\xa6'"
MdAbuAlKhasim,2020-02-29 05:10:40,"b'RT @ArunSFan: Hello India, millions of Hindu brothers &amp; Sisters living peacefully and are very successful in Muslim majority Countries like\xe2\x80\xa6'"
Alokpurohit555,2020-02-29 05:10:40,b'RT @ashokachkan: @arifaajakia In India Hindu temple trust are managed by government while other religions trust are not touched . In fact D\xe2\x80\xa6'
B4GVNe7uJoS1tuI,2020-02-29 05:10:40,"b'RT @AbrarNazir14: When Sadat Hasan Manto decided to leave India because of growing communal violence, his friend Shyam Chadda picks up bott\xe2\x80\xa6'"
